gene,log2FoldChange
EIF3H,-0.37910987
ZNF514,-0.379068178
AC091633.3,-0.37879369
WDR59,-0.378021746
ZFAT,-0.377926807
MYO9B,-0.377636847
CECR2,-0.37763675
TRIM13,-0.377332255
FTCDNL1,-0.376295104
ZNF268,-0.37621025
RP3-393E18.2,-0.375829805
SHC3,-0.37582313
EEF1B2P6,-0.375553888
PAN3,-0.375550708
RBM23,-0.375194701
GUCA1B,-0.373993058
RAB3A,-0.373820455
CTC-425O23.5,-0.372707724
ELOVL4,-0.372593057
TULP3,-0.372473215
RP11-274H2.3,-0.371625839
RMND5A,-0.370798635
RP11-177H13.2,-0.370401556
RP5-884C9.2,-0.370072615
KLHL32,-0.370052068
PHYH,-0.36962377
RP11-285F16.1,-0.369522907
RP11-455F5.5,-0.369131502
XPOTP1,-0.369068007
RP11-329A14.1,-0.368979344
CDH23,-0.368775373
NCF1B,-0.36849836
NDUFB8,-0.368370019
FKBP15,-0.36757536
GPSM1,-0.367503392
STARD3NL,-0.36512607
RPL5P4,-0.365085967
AC083843.4,-0.364728038
PLEKHH3,-0.364262382
CCDC154,-0.364027467
RANBP6,-0.36342256
CRHR1-IT1,-0.36329339
RP11-146N23.1,-0.362992324
RP11-797H7.5,-0.36249457
AC068134.10,-0.362379895
DSTNP2,-0.362344949
RP11-363N22.3,-0.360316725
HOXD1,-0.360039161
ANKRD18EP,-0.35979814
CPNE2,-0.35941058
RP4-669P10.19,-0.358674742
DENND1C,-0.358508631
RP11-15L13.4,-0.358404608
MYO1E,-0.358380631
MAB21L3,-0.357717772
MDH1,-0.357697168
RP11-434P11.2,-0.357636356
MT-CYB,-0.356086379
PXT1,-0.35498123
LY86,-0.35485171
AC006547.14,-0.354147192
ITPR2,-0.353674416
SCAF11,-0.352798416
ABCB10,-0.35242636
DMC1,-0.352262629
RP13-317D12.3,-0.352009181
RP11-197N18.2,-0.351456549
AC099850.1,-0.350807155
TNNC2,-0.350722412
ALOX5AP,-0.350514797
RP11-69M1.6,-0.350200286
TET2,-0.349758748
FKTN,-0.34949702
TMEM231,-0.348906513
RP11-514P8.8,-0.34887792
AC002398.11,-0.348847189
RP11-111F5.5,-0.347808986
1-Sep,-0.347709455
EXOG,-0.347567124
CTD-2575K13.6,-0.347381464
LZTS3,-0.346350244
MBTPS1,-0.346347304
TSKU,-0.346287153
AC009245.3,-0.346051446
MAPK6,-0.34560728
ANP32BP1,-0.345341383
AF131215.9,-0.344960281
MAPK12,-0.343957081
PCDH15,-0.343701536
RP11-592N21.1,-0.343668891
ZNF137P,-0.34318647
ZNF611,-0.34295653
ERLIN2,-0.34186004
RP1-241P17.4,-0.341712556
OVOS2,-0.341523566
RP11-798G7.6,-0.340560513
HTATSF1P2,-0.339604899
NBPF9,-0.338168312
KCNB2,-0.337484973
STK16,-0.337420588
CTD-3154N5.2,-0.336247983
RP11-574K11.24,-0.33565219
NUDT9,-0.335144592
RP11-302B13.5,-0.334875612
TMEM30B,-0.334047281
ORC4,-0.333524121
CTC-471J1.8,-0.333437767
TBC1D8,-0.333376442
YBX2,-0.332885057
HGFAC,-0.332658219
DYNLL2,-0.332455416
RPL5P34,-0.332019055
UBXN1,-0.331863901
ODF3L2,-0.331504436
BEAN1-AS1,-0.331277885
XRN1,-0.330593579
ZNF584,-0.330438199
BRINP3,-0.329006418
AGTPBP1,-0.32888109
RPL7A,-0.328510103
EIF3G,-0.327067324
ABHD2,-0.326991263
EPX,-0.326441303
CNTN6,-0.325586935
LYSMD4,-0.325523634
RP11-845M18.6,-0.325481153
BET1L,-0.324922353
CGGBP1,-0.324722281
PAX9,-0.324694068
CTD-2201G3.1,-0.324488037
PARP8,-0.323652914
AVIL,-0.32360937
RP11-495P10.1,-0.323345027
DEF8,-0.322660706
FOXL1,-0.322371356
THRB-AS1,-0.322324357
GSTT2B,-0.322274053
RP11-394B2.1,-0.322231779
RP11-327F22.2,-0.321698001
MMD,-0.321511825
PNCK,-0.320367232
AC003682.17,-0.319862995
MRAP2,-0.319192942
TMEM120A,-0.319115932
GTF2H2,-0.318576022
PCMT1,-0.316774759
NDUFA4,-0.316692121
RBM3,-0.316543536
C19orf68,-0.316220649
RP11-286H14.4,-0.315891266
RP11-77K12.7,-0.315603198
SCYL2,-0.314728286
SP1,-0.314516574
KIAA1161,-0.314376381
RP11-73K9.2,-0.314262615
MS4A6A,-0.313700915
ALKBH1,-0.313674231
ARSD,-0.313000641
MFSD4,-0.312987603
RP11-73M18.2,-0.312557265
RP11-196G11.5,-0.312385027
CYB5R4,-0.311964404
KB-1125A3.12,-0.311566929
RP11-383C5.3,-0.311253839
AP000254.8,-0.311188125
LINC01600,-0.311049409
NRSN2,-0.310566106
XRCC6P2,-0.310347799
ZNF430,-0.309353543
RAD17,-0.308577966
STX19,-0.308198736
PVRL3,-0.307395839
AC062017.1,-0.306927707
GGT7,-0.306695845
CLVS2,-0.305944124
RPL12P1,-0.305354125
URAHP,-0.305353607
RP11-1094M14.8,-0.30467023
ANKDD1B,-0.304316242
HEATR5B,-0.304258865
CTTNBP2NL,-0.302107797
ECHDC1,-0.300295788
TMBIM1,-0.300245957
CTD-2033A16.2,-0.300144565
OPA1,-0.299921076
OSTCP1,-0.299678755
RNF19B,-0.299024139
SSTR2,-0.298912295
RP5-902P8.12,-0.298892749
RP3-395C13.1,-0.297971897
NRP1,-0.297553397
RP3-395M20.9,-0.297470105
ZC3H11A,-0.297148818
RPL4,-0.296884452
RP11-181C3.1,-0.296757265
RP5-1172A22.1,-0.296325448
RP11-180M15.7,-0.296088843
ACSM3,-0.296075855
AK7,-0.29566535
SCO1,-0.295512883
GABPA,-0.295481698
RP11-539I5.1,-0.295462261
RP11-347P5.1,-0.295256636
CD99,-0.294974983
XX-C00717C00720L.1,-0.29438517
EPB41L1,-0.293223836
IBA57,-0.293028184
HSD17B1P1,-0.292893467
RP11-6I2.3,-0.292836415
LINC01597,-0.292718935
TMEM229B,-0.292517462
MFSD7,-0.291915351
SURF1,-0.291421077
ITGAM,-0.290475429
ADGRG2,-0.289685476
THAP9,-0.289507376
CDH10,-0.289405995
NRK,-0.288980926
INPP5J,-0.288150994
RPS2P4,-0.287171329
EIF2B4,-0.286896145
NPC1,-0.286808153
EIF1AX,-0.285769764
CTD-2621I17.3,-0.285684388
RP11-707O23.1,-0.283923852
PIK3IP1,-0.283293409
MAGI1-IT1,-0.282371915
MYBPHL,-0.282125079
RP11-815I9.4,-0.281620804
ARAF,-0.281466871
SIDT1,-0.281193705
HOXA10-AS,-0.281139686
ATP6V0A2,-0.28050501
CERKL,-0.280161499
CYP4A11,-0.279858097
RP11-475I24.9,-0.278089476
SLC16A9,-0.276931054
NPAS2,-0.275502265
ATP5B,-0.275290016
CTA-29F11.1,-0.275281723
RP4-751H13.5,-0.272664591
RP11-7O11.3,-0.272356191
USP35,-0.272278513
UPRT,-0.27216535
VEZT,-0.271047105
C8orf44,-0.2709142
EML3,-0.270443274
LINC01465,-0.269961924
NBPF15,-0.269512493
VAV1,-0.268809968
USP22,-0.268372672
RTN2,-0.268360196
GTF2H5,-0.26778289
GSR,-0.267647351
TSNAXIP1,-0.267645814
TRAPPC10,-0.267314029
EVPLL,-0.266199802
C2orf16,-0.266067179
WHSC1L1,-0.265137051
CAPN13,-0.264095537
ZDHHC11,-0.26330276
RRAS2,-0.263079013
LINC01207,-0.262787294
PGAM1P5,-0.262469177
LEFTY2,-0.261898098
CCDC57,-0.261654296
GALNT5,-0.261101599
CXCR6,-0.26108324
PRR29,-0.260959589
TRIM58,-0.260916706
CTD-2006C1.12,-0.260769477
RP11-347C18.3,-0.260657562
SLC45A4,-0.260174478
CLCNKA,-0.260149309
GLT1D1,-0.260115678
PTPN1,-0.259425721
RP11-111J6.2,-0.258485406
DDX18P1,-0.258035043
FLJ13224,-0.25718613
AL133243.2,-0.256308843
USP2-AS1,-0.255797815
SPCS3,-0.255139807
ZNF337-AS1,-0.254487723
SUGCT,-0.254061847
NCF4,-0.253109641
ENPEP,-0.252780484
AC006042.8,-0.251586146
MCF2L2,-0.250382592
LINC00562,-0.250228331
FLJ21408,-0.248489411
CDH22,-0.247229295
RP11-575H3.1,-0.245931062
RP11-57H14.2,-0.245632628
DLAT,-0.245249066
PRODH,-0.245119921
PHACTR4,-0.245111645
ZNF197,-0.244867212
RASSF9,-0.244491829
INPP5D,-0.243772608
FAM35A,-0.243651285
FLJ26850,-0.242974201
STK17B,-0.242919864
LARP1B,-0.242910434
RP11-59D5__B.2,-0.242571013
ARIH2OS,-0.242557769
LGALSL,-0.242441213
G0S2,-0.242367387
SIRPB2,-0.241926284
SDCCAG8,-0.241315322
RP11-295P9.8,-0.24001938
SLC36A1,-0.239968131
SEC24D,-0.23983187
PUM1,-0.23964097
RP11-552F3.9,-0.238912452
KLRAP1,-0.238398855
PPIP5K2,-0.238228548
PRDM10,-0.237867879
NOM1,-0.237791189
ARL17A,-0.236769084
TTLL10,-0.236672142
EGLN3,-0.236433449
C20orf27,-0.236083684
LPAL2,-0.235063479
ELF3,-0.234708506
DGKA,-0.234040421
FAM120A,-0.233618591
PCDHA13,-0.233277464
PROB1,-0.232930414
MT1X,-0.232327006
C14orf39,-0.232079214
ZC3HAV1,-0.231175867
DBH-AS1,-0.231131289
CTD-2269F5.1,-0.231064776
CNPY4,-0.230904551
ZNF615,-0.23085356
RP11-70C1.3,-0.230270742
SOCS1,-0.229365792
KRT24,-0.228925904
TMIE,-0.22862249
LINC00342,-0.228030792
RP11-977G19.11,-0.227627717
C12orf57,-0.226865858
PCED1B-AS1,-0.226458777
RP11-151A6.4,-0.225783834
CSAD,-0.225577913
C3orf33,-0.225513348
DLG1,-0.225311078
MBTPS2,-0.225306625
PHF12,-0.223313613
ATP6V1D,-0.222398048
DTX2P1-UPK3BP1-PMS2P11,-0.222193029
ENOSF1,-0.221991208
LINC01485,-0.220885293
SH2B1,-0.220870493
SNRNP200,-0.220445947
RP11-43F13.3,-0.220353913
MMP28,-0.219847502
HSD17B12,-0.219791427
RSPRY1,-0.219462457
CD2,-0.219255735
TNRC18P1,-0.219190695
AP000275.65,-0.218682255
PPP1CC,-0.218511169
LINC00115,-0.217727921
RP11-54D18.2,-0.217599947
KCNH5,-0.21674017
FAM3D,-0.216008821
MT1E,-0.215936364
CHKA,-0.215585638
RP11-1109F11.5,-0.214814289
MAPRE1,-0.213595325
RP11-367G18.1,-0.212635221
GATM,-0.212581712
GRPR,-0.2117418
DEPTOR,-0.211298861
CHMP2B,-0.21113392
MOCS1,-0.210179443
PHF13,-0.210127961
RP4-671G15.2,-0.209300027
ZNF337,-0.208364505
TIGD4,-0.208062568
ACADL,-0.208054243
TMEM116,-0.207916631
LETMD1,-0.207428357
GCNT4,-0.207232341
TDH,-0.206575008
CHD8,-0.205260137
POM121C,-0.204920204
GDAP1L1,-0.204846241
LINC00202-1,-0.203404528
RARS2,-0.203153707
PCDHB16,-0.202494899
RP5-1041C10.3,-0.202407058
SPOCK2,-0.202169669
STX17-AS1,-0.201544366
ELAC1,-0.200704919
RPL23AP74,-0.199954442
MAF1,-0.199861792
RP11-73E17.2,-0.19969906
ERICD,-0.19955648
CAMP,-0.199547181
AC005336.4,-0.199538719
AMOT,-0.199484873
MT-CO1,-0.199103085
RP11-71L14.4,-0.198765029
ZFP92,-0.198484642
RP11-218C14.8,-0.197695563
TMSB4XP4,-0.197541178
CYP2R1,-0.197168262
LSMEM1,-0.196546449
TAF1C,-0.19592194
CTD-2331H12.5,-0.19524496
C2CD2L,-0.195174329
CTD-2530H12.4,-0.194330154
FAM157B,-0.194061685
HSP90AB3P,-0.193870403
TSKS,-0.193870189
NTSR1,-0.193266246
TXNDC2,-0.192742533
TMEM51-AS1,-0.192513615
LY96,-0.192082307
PGK1P2,-0.192031151
FN1,-0.191807949
ZNF563,-0.19144062
ASS1,-0.190359425
FRG1,-0.188574618
WDR86,-0.187655291
AC009299.2,-0.187059999
PDPN,-0.186006923
CROCCP2,-0.185435152
RP11-160E2.6,-0.184185487
FCRL6,-0.184073591
UGT1A8,-0.183372787
AAR2,-0.183063644
CTC-529I10.1,-0.1826788
EPHA1-AS1,-0.182386275
TNPO2,-0.18235339
UBQLN2,-0.18174743
KRT223P,-0.18136572
RP11-474N24.6,-0.18101385
GAN,-0.180937561
CFAP44,-0.1796541
XKR6,-0.179209461
MANBAL,-0.178882462
SEC16A,-0.17870302
CASP16,-0.177102496
RP11-227D13.1,-0.176709283
CTC-479C5.10,-0.17516788
NT5E,-0.174639067
LTB4R2,-0.174272878
CACNA1G,-0.173639212
ZNF774,-0.173320158
AC137932.6,-0.173196541
MICALL1,-0.173117554
ATP1A4,-0.172947749
PILRB,-0.172462156
LRRC75A-AS1,-0.172450369
LINC00441,-0.172331154
MSX2,-0.171032757
CLPX,-0.170967804
MTMR11,-0.170643895
SEMA4D,-0.170253941
ABHD14B,-0.169715865
RP11-53O19.3,-0.169416757
RP11-440L14.4,-0.169367229
PFKP,-0.169174389
AC093838.4,-0.168982154
PLCL2,-0.168784537
POU6F2,-0.167958237
ICAM3,-0.167395481
RP11-526I2.5,-0.167175748
GIPC3,-0.166602659
RP1-130G2.1,-0.166419625
LINS,-0.16509328
DRD1,-0.164845946
RP11-881M11.2,-0.164526867
TRBV5-1,-0.164262411
CTA-293F17.1,-0.163637947
TMBIM4,-0.162983689
AMMECR1L,-0.162252401
IBA57-AS1,-0.162201843
RP11-267M23.4,-0.161767886
SEMA3C,-0.16172347
OR2A9P,-0.161007946
LINC01301,-0.160425107
RP11-379K17.12,-0.157791093
LL0XNC01-116E7.2,-0.157490189
PCDHGA10,-0.157231673
ZNF599,-0.156716116
RP3-406P24.5,-0.156668408
CROT,-0.154004889
BCL9,-0.153799923
MUC15,-0.153610217
MROH2A,-0.152596949
AL163953.3,-0.152258136
IZUMO4,-0.151656799
RP11-588H23.3,-0.151428665
RP11-388C12.8,-0.151182254
CEP192,-0.151067066
PCDH12,-0.149952245
EP400NL,-0.149765909
RP11-79N23.1,-0.148802786
RP11-367G6.3,-0.148791663
KB-1125A3.11,-0.148773087
RP11-343B5.1,-0.148553227
FMN1,-0.148115308
TOE1,-0.147930205
UBXN10,-0.14689391
POLR3E,-0.146856578
ERVW-1,-0.146390559
DNAJC15,-0.145097851
CA12,-0.1448525
SLC25A25-AS1,-0.144609336
SLC35A3,-0.144510608
ATG9A,-0.144459278
BMS1P10,-0.144012648
RNF32,-0.143700982
ADH1C,-0.143561916
BOLA2P2,-0.14344866
ZNF543,-0.143420218
FBXO15,-0.142912557
RNASE10,-0.14284062
ACSBG2,-0.142787571
PAIP2B,-0.142734372
C21orf33,-0.142686432
ZNF285,-0.14241586
LINC00578,-0.142301468
RP11-475I24.3,-0.141400744
RAB39B,-0.140853495
ASAP1,-0.140421503
SLC7A6,-0.140137309
HSPA1A,-0.139814592
CMBL,-0.139535297
PTMAP2,-0.139481722
RPL37A,-0.13938852
CCDC42,-0.139362436
THEMIS2,-0.138973595
TRMT44,-0.13891956
HSPA8P1,-0.138033133
PDE6B,-0.137761346
FIS1,-0.137615799
LRRC27,-0.137060831
RNF175,-0.136700081
APOL3,-0.135460313
ENDOV,-0.135147503
RP11-274B21.3,-0.135099289
BBS12,-0.134393022
CTD-3014M21.1,-0.134250963
RP11-282O18.3,-0.133884229
CTPS1,-0.13350248
C22orf34,-0.133303203
TBXAS1,-0.132252348
CNTNAP3,-0.132124596
SMURF1,-0.131505246
ATXN10,-0.131442851
STIM2,-0.13110486
PITRM1,-0.130752978
ZCCHC10,-0.130132009
GRHPR,-0.128924275
TNR,-0.128153495
SMIM20,-0.127827819
STPG2,-0.127126421
MIF4GD,-0.126988992
RPL15,-0.126666844
ATMIN,-0.125825394
OTUD7B,-0.125699915
AP3M1,-0.125666378
ENO2,-0.125472101
FKBP9P1,-0.12521491
CLDN23,-0.125158765
MT-RNR2,-0.124929086
CTD-2545M3.8,-0.12479889
SCN9A,-0.124709403
PRSS27,-0.124587514
RGL2,-0.123777586
MT-ND1,-0.123335252
RP13-15M17.1,-0.122918013
CTBP1-AS2,-0.122734822
ARAP3,-0.122719359
CFAP46,-0.12266668
SERPINI1,-0.122497848
MID1,-0.121868123
FAM151A,-0.120982042
ZNF14,-0.120814827
RP11-461L13.3,-0.119495481
STK10,-0.119407191
GLTP,-0.11811886
CCR10,-0.117819873
RNF24,-0.117801276
VWA5B1,-0.1174721
BMP2K,-0.116699506
UBB,-0.11659374
GOSR1,-0.115579857
CDH12P1,-0.11483883
CDH12P3,-0.11483883
RP11-1072A3.4,-0.114506573
HOXA1,-0.113542197
CYTH4,-0.113375616
WDFY1,-0.11322745
TRIQK,-0.112371359
LL09NC01-139C3.1,-0.112077511
SPIRE2,-0.111860377
BTN2A3P,-0.111576731
RP11-426C22.5,-0.110939974
TXLNGY,-0.109412812
RP11-469N6.1,-0.108867477
A2MP1,-0.108331734
HMGB1P14,-0.107261574
ZNF711,-0.105889601
USP32,-0.105818998
AC005944.2,-0.105244647
AP001625.6,-0.104684827
AKT1,-0.104486194
RPRD1B,-0.104318231
RDX,-0.104155382
RPSAP15,-0.103853725
AC226118.1,-0.103634155
RP11-269F19.2,-0.103242137
SNRNP48,-0.102631509
NME2P1,-0.102227538
RAB3D,-0.100399554
CERS1,-0.100237328
ASS1P12,-0.099685241
DHX38,-0.099551282
ECSIT,-0.097789575
AC000123.4,-0.09745357
OSBPL11,-0.096958483
ABCC1,-0.096868343
ENGASE,-0.096184518
PLA2G4B,-0.096165318
FOPNL,-0.096003652
DDX18,-0.095675164
RP11-768F21.1,-0.09534334
ABCC3,-0.095151338
CDC42SE2,-0.094642059
LINC01133,-0.094293396
RORC,-0.093828146
TTL,-0.092999984
RP11-354E23.5,-0.092974941
GABARAPL2,-0.092803351
CS,-0.092340028
WNT5A-AS1,-0.091825946
AC022154.7,-0.091527494
ARHGAP12,-0.090590979
RP11-557H15.4,-0.090466686
WEE2-AS1,-0.090387971
AC005562.1,-0.090074303
AC073052.1,-0.0899082
EFTUD1P1,-0.089812579
NUP133,-0.089365702
PPP6R3,-0.089043116
CTD-2035E11.5,-0.088649809
AC012005.3,-0.087967044
STK26,-0.087930139
ZNF784,-0.086482057
ABHD14A-ACY1,-0.085925174
ANKRD26,-0.085855987
OBFC1,-0.085650162
RDH11,-0.085631508
FAM182A,-0.085561163
RSRP1,-0.085232387
RP5-832C2.5,-0.085180747
FBXO36,-0.085089978
PHF20L1,-0.084846381
HMGN3,-0.084229924
C17orf80,-0.08393537
PNRC2,-0.0838009
VPS37B,-0.083046346
RNU6ATAC35P,-0.08296779
AC004540.4,-0.082763621
WDR73,-0.082673029
MYO16,-0.081687596
AC092580.4,-0.080490124
PIWIL2,-0.080190911
CTD-2020K17.1,-0.08011995
ASPDH,-0.079896813
NEU3,-0.079719376
LRRC29,-0.079701392
DYNLRB2,-0.079599991
GLTSCR1,-0.079505899
NLRC4,-0.079263817
RPL4P5,-0.078745389
SNRNP70,-0.078327131
ELMOD3,-0.077505024
CSF1R,-0.077438168
GABRE,-0.07737131
RNF207,-0.077032926
XCL2,-0.076162859
ZNF12,-0.075842482
SMIM10L1,-0.075441503
LINC00299,-0.075225501
TRIB2,-0.075042129
POMZP3,-0.074755028
HOXA5,-0.074504918
TSNAX,-0.074293845
ELL3,-0.073685361
AC002480.3,-0.073329049
DPY19L1,-0.072126639
AP3B1,-0.071676558
LLNLR-246C6.1,-0.071591815
CCDC30,-0.070562222
RP11-359I18.5,-0.069206602
NECAP1,-0.06916486
TSGA10,-0.068989397
CCDC87,-0.067495904
SPOCK1,-0.067382962
UPF2,-0.06669164
CES1,-0.066550427
BLNK,-0.066490597
RP11-457M11.5,-0.065508232
ADM,-0.065242378
CTRL,-0.064739126
FSD1L,-0.064686113
RGS12,-0.064430238
PRPF40B,-0.063745925
AP001372.2,-0.063650775
TAF13,-0.062658893
GPR82,-0.061373106
ST8SIA5,-0.060633057
ABI3,-0.05969036
TXK,-0.059678907
TTC8,-0.058247331
LL22NC03-2H8.5,-0.058124615
PHF11,-0.058084033
REC8,-0.057765868
DPEP3,-0.057667263
ABCD4,-0.057603711
CLDN15,-0.057449373
CTD-2233K9.1,-0.05734453
BAALC-AS2,-0.056678304
USP6,-0.055659354
UBL4B,-0.055043965
CNOT1,-0.054835681
TRMT61A,-0.054553122
RP11-538I12.2,-0.054089447
C11orf70,-0.053713753
AC010504.2,-0.053566453
PACRGL,-0.052544391
SNHG8,-0.052226065
WBP1LP2,-0.051750948
LOH12CR1,-0.051460024
AP000432.1,-0.050330938
RP11-104G3.2,-0.049797933
AD000092.3,-0.049765977
SMPD3,-0.049762607
CPS1,-0.049020246
CATSPER2,-0.048026939
DOK2,-0.047465589
DIAPH2-AS1,-0.047073719
MED9,-0.046851108
ARSI,-0.046600204
RP11-173P15.10,-0.045922681
PREX1,-0.04539177
AC129778.2,-0.045046024
LRRC34,-0.044588127
CCDC130,-0.043975108
KTN1,-0.043800429
EGFLAM,-0.043427599
OLFM4,-0.042827278
SDK2,-0.041705869
AC005754.8,-0.041290552
ZNF785,-0.040820856
GNB4,-0.038711353
TERF2,-0.038456437
MIR503HG,-0.038402285
HOXD8,-0.038024809
ENDOD1,-0.034236838
AGPS,-0.03403316
EIF2A,-0.032844885
SLC5A10,-0.032077005
GTDC1,-0.031590943
RP11-504G3.2,-0.030991328
HEATR4,-0.030929629
PMS2P3,-0.030896513
TMEM27,-0.030708509
RPL12P8,-0.03063732
SMEK2,-0.03036344
CYP4F11,-0.030117629
RP11-43N16.4,-0.02983793
CD53,-0.029651464
ZNF551,-0.027435535
MAST3,-0.027240629
LINC01215,-0.025948435
FBLN7,-0.024478039
RP11-676J12.4,-0.024286371
DTNBP1,-0.023799932
CTA-228A9.3,-0.023420861
CDK13,-0.023194862
TMUB2,-0.022913066
GPR174,-0.021072937
RP11-1072A3.3,-0.020054936
GPX2,-0.020014702
TRIM32,-0.019942938
U73166.2,-0.019758942
USP30,-0.019237378
ZFAND6,-0.018544245
TTLL1,-0.017629882
SPAG5-AS1,-0.017449668
ZMYM4,-0.017362257
ZZZ3,-0.017280954
RP11-68I3.11,-0.016505002
CTC-471F3.5,-0.015900788
RP11-20B7.1,-0.015109355
DPEP2,-0.012726792
TMEM63A,-0.012429883
STEAP2-AS1,-0.012030263
AC092301.3,-0.011766499
AC002519.8,-0.010976373
HDAC11,-0.010781583
CXorf21,-0.010295366
RPS9,-0.009492632
RNF170,-0.009243009
ENTPD7,-0.00924296
SPRYD7,-0.008302913
SCP2,-0.007854471
DMXL2,-0.007156351
PROM1,-0.006704477
MT1L,-0.006163587
MST1L,-0.006065389
LCA5L,-0.00562368
TMEM185B,-0.005595726
HOXB13,-0.005473143
PRRX1,-0.00524047
EIF2AK3,-0.005219642
UQCRFS1,-0.005008088
RP11-411B10.7,-0.003150623
EHD1,-0.002512976
LINC00624,-0.002375245
PTMS,-0.002170584
BAK1P1,-0.002077206
FOXD4L4,-0.000976869
RASA1,-0.000431562
STK25,-0.000323735
PRKCD,-2.10E-05
MSI2,0.000630077
TMEM67,0.000641969
NUDT2,0.001436183
GNA13,0.001939371
RP11-468E2.2,0.003204332
RP11-324L17.1,0.003523208
THAP10,0.003851391
KLHL6,0.004021315
ZNF703,0.00435385
ITGB8,0.005250634
CHD4,0.005582444
ELK3,0.00682481
STUB1,0.006845573
BCL2L14,0.00809167
RP11-744A16.4,0.008486696
REL,0.009111811
POLR2A,0.009363036
CENPT,0.01027062
CCDC53,0.010529579
STRADB,0.010662217
RP11-799B12.4,0.010814807
ATG13,0.011046849
CTD-3064H18.4,0.011431231
YPEL1,0.011676589
CPLX3,0.012226702
ARHGAP4,0.012229719
LINC00900,0.012651631
TSPAN31,0.013024215
LINC00674,0.013714955
ENTPD3,0.014766488
PKD2L2,0.014825988
EIF3D,0.015302746
ZNF347,0.016020677
RNF223,0.016567634
HNRNPLP2,0.016573251
IGFBPL1,0.017169191
ADGRE3,0.017656353
OARD1,0.018343265
UBA7,0.018579838
LILRB3,0.018837077
MTMR2,0.019280282
RASEF,0.020280285
ZNF354A,0.021089976
MECOM,0.021824472
SLFN11,0.022419047
C9orf152,0.023547534
CXCL13,0.02363737
TMX3,0.025145918
RPS4XP22,0.025687514
GUSBP1,0.025869065
FBXO44,0.027724902
CTC-281F24.1,0.027796729
LA16c-380F5.3,0.028621227
VPS18,0.028628853
CTD-3105H18.14,0.028788464
NUDT4,0.029745267
ZNRF3,0.030031306
CCL11,0.030230798
KLHL25,0.030694855
GPAA1P1,0.030895211
BIRC3,0.031340708
GTF2A1,0.031560878
RPS6KL1,0.031627713
SRRM4,0.031644314
AC068282.3,0.031666224
TUBGCP2,0.031787232
AC009948.5,0.032058705
ZNF571,0.032351435
RP11-531A24.3,0.032578005
ZKSCAN3,0.03338702
RP11-379F4.8,0.033692002
PLA2G10,0.033886987
REST,0.033894303
CDAN1,0.034160141
LRBA,0.034770839
RP11-345P4.7,0.035564906
SKAP1,0.035936838
TARDBP,0.035995191
ARMC5,0.036312599
FAM133DP,0.036785059
AC007292.3,0.036808693
PRRT4,0.037032839
FAM166B,0.037231444
RRN3P3,0.037479467
SH3GLB2,0.038209293
RP13-39P12.2,0.038260587
IGKV2-24,0.038690099
SEZ6L,0.039532707
CHGB,0.040667246
TUBGCP3,0.041981005
NONOP2,0.042079151
HADH,0.042373958
AF131216.5,0.042791566
SLC26A2,0.042992503
RP11-102G14.1,0.043235088
GPS2P1,0.04337712
CCL3L3,0.044289777
RP11-43F13.1,0.045568945
RP11-367J11.2,0.046392888
PCDHAC1,0.047390691
ELF5,0.047761018
GATS,0.047941422
BAP1,0.048506786
PDP1,0.048513159
TM4SF18,0.048572036
RP11-385F5.4,0.048780176
ZNF41,0.049172506
RP11-88H12.2,0.04917538
SVIP,0.051137765
ARHGAP33,0.053330289
PDCD1,0.053839109
RBM26,0.053905529
TMEM189-UBE2V1,0.054296615
RP11-326L17.1,0.054356952
NLRP14,0.054878693
CCDC160,0.054956991
RP4-758J18.7,0.055000176
CTC-338M12.6,0.055423011
SPSB3,0.056147077
NQO2,0.056577463
ING4,0.058380807
CTD-2353F22.1,0.058558683
SYK,0.059376181
ST6GAL2,0.05948583
KLHL8,0.059490601
DNASE1,0.059616265
IGSF1,0.061247453
RP11-319G9.3,0.061421218
PLCD1,0.061685418
ARMC2,0.062105619
CTC-428G20.1,0.0623015
RP11-83B20.1,0.063042787
RP1-286D6.5,0.063755385
RRH,0.063853398
CHN1,0.064473987
HSD17B2,0.064676023
UCP3,0.0654267
EEF1DP4,0.065625109
RP11-121A8.1,0.066115706
DPH5,0.066665204
RP11-747H7.3,0.06702382
HDLBP,0.067076584
SLC16A1-AS1,0.067150108
SLC26A7,0.067938827
TRAM1L1,0.06809644
RP11-615I2.6,0.068103672
MLXIPL,0.068601881
PCDHB5,0.068945822
CLEC4D,0.069390361
RP11-1149O23.2,0.06975107
RP11-30K9.5,0.069825531
FAM83E,0.070099117
SV2C,0.070757913
NOL8,0.072570587
PARN,0.073679311
SLC35F4,0.074592765
KLHL22,0.074864216
LDHAP4,0.075695317
PTPN22,0.0759125
KCNG2,0.07622431
RP11-767C1.2,0.076464432
COL6A4P1,0.07656242
RP11-700H6.1,0.076594614
ATP5SL,0.077398922
ATP5J,0.0775875
RP11-396F22.1,0.077816407
CTD-3138B18.6,0.078933411
ATP2B1,0.079132598
CMKLR1,0.079731481
PAK1,0.080612713
RP11-158H5.7,0.081218352
P2RX5-TAX1BP3,0.081909649
RP3-449O17.1,0.08238903
BTBD18,0.082700467
FBXW8,0.083944897
RP11-823P9.3,0.084611498
GABARAP,0.085087846
CARKD,0.085530276
EIF3K,0.085589419
DHRS4,0.08593549
OR2A20P,0.086014056
CDC5L,0.086320822
RP11-173C1.1,0.087122989
